account_id,population_type
A001868,normal
A001869,hard_negative
A001870,normal
A001871,normal
A001872,normal
A001873,normal
A001874,normal
A001875,normal
A001876,hard_negative
A001877,normal
A001878,normal
A001879,normal
A001880,normal
A001881,normal
A001882,normal
A001883,normal
A001884,hard_negative
A001885,normal
A001886,normal
A001887,normal
A001888,normal
A001889,normal
A001890,normal
A001891,normal
A001892,normal
A001893,normal
A001894,hard_negative
A001895,normal
A001896,normal
A001897,ring
A001898,normal
A001899,normal
A001900,normal
A001901,normal
A001902,hard_negative
A001903,normal
A001904,normal
A001905,normal
A001906,normal
A001907,normal
A001908,normal
A001909,normal
A001910,normal
A001911,normal
A001912,normal
A001913,normal
A001914,normal
A001915,hard_negative
A001916,hard_negative
A001917,normal
A001918,normal
A001919,hard_negative
A001920,normal
A001921,normal
A001922,normal
A001923,normal
A001924,normal
A001925,normal
A001926,normal
A001927,normal
A001928,normal
A001929,normal
A001930,normal
A001931,normal
A001932,normal
A001933,normal
A001934,normal
A001935,normal
A001936,normal
A001937,normal
A001938,normal
A001939,hard_negative
A001940,hard_negative
A001941,normal
A001942,hard_negative
A001943,hard_negative
A001944,hard_negative
A001945,normal
A001946,normal
A001947,hard_negative
A001948,normal
A001949,normal
A001950,hard_negative
A001951,normal
A001952,normal
A001953,normal
A001954,normal
A001955,normal
A001956,normal
A001957,normal
A001958,normal
A001959,normal
A001960,normal
A001961,hard_negative
A001962,normal
A001963,hard_negative
A001964,normal
A001965,normal
A001966,normal
A001967,normal
A001968,normal
A001969,normal
A001970,normal
A001971,normal
A001972,normal
A001973,normal
A001974,normal
A001975,normal
A001976,normal
A001977,normal
A001978,hard_negative
A001979,normal
A001980,normal
A001981,normal
A001982,normal
A001983,normal
A001984,normal
A001985,hard_negative
A001986,normal
A001987,normal
A001988,normal
A001989,normal
A001990,normal
A001991,normal
A001992,normal
A001993,normal
A001994,normal
A001995,normal
A001996,normal
A001997,normal
A001998,hard_negative
A001999,normal
A002000,normal
A002001,normal
A002002,normal
A002003,normal
A002004,hard_negative
A002005,normal
A002006,hard_negative
A002007,ring
A002008,normal
A002009,normal
A002010,normal
A002011,normal
A002012,normal
A002013,normal
A002014,normal
A002015,normal
A002016,normal
A002017,normal
A002018,normal
A002019,normal
A002020,normal
A002021,hard_negative
A002022,hard_negative
A002023,normal
A002024,normal
A002025,hard_negative
A002026,normal
A002027,hard_negative
A002028,hard_negative
A002029,normal
A002030,normal
A002031,normal
A002032,hard_negative
A002033,normal
A002034,ring
A002035,hard_negative
A002036,normal
A002037,hard_negative
A002038,normal
A002039,normal
A002040,normal
A002041,normal
A002042,normal
A002043,normal
A002044,normal
A002045,normal
A002046,hard_negative
A002047,normal
A002048,normal
A002049,normal
A002050,hard_negative
A002051,ring
A002052,normal
A002053,ring
A002054,normal
A002055,normal
A002056,normal
A002057,hard_negative
A002058,normal
A002059,normal
A002060,normal
A002061,normal
A002062,normal
A002063,normal
A002064,normal
A002065,normal
A002066,normal
A002067,hard_negative
A002068,normal
A002069,normal
A002070,normal
A002071,normal
A002072,normal
A002073,normal
A002074,normal
A002075,normal
A002076,normal
A002077,normal
A002078,normal
A002079,normal
A002080,normal
A002081,ring
A002082,normal
A002083,normal
A002084,hard_negative
A002085,normal
A002086,normal
A002087,normal
A002088,normal
A002089,normal
A002090,normal
A002091,normal
A002092,normal
A002093,hard_negative
A002094,normal
A002095,normal
A002096,normal
A002097,normal
A002098,normal
A002099,ring
A002100,normal
A002101,normal
A002102,normal
A002103,normal
A002104,normal
A002105,normal
A002106,normal
A002107,normal
A002108,normal
A002109,normal
A002110,normal
A002111,hard_negative
A002112,normal
A002113,normal
A002114,normal
A002115,normal
A002116,normal
A002117,normal
A002118,ring
A002119,normal
A002120,hard_negative
A002121,normal
A002122,normal
A002123,normal
A002124,hard_negative
A002125,normal
A002126,normal
A002127,normal
A002128,normal
A002129,normal
A002130,hard_negative
A002131,normal
A002132,normal
A002133,normal
A002134,ring
A002135,normal
A002136,normal
A002137,normal
A002138,normal
A002139,hard_negative
A002140,normal
A002141,normal
A002142,normal
A002143,normal
A002144,ring
A002145,normal
A002146,normal
A002147,normal
A002148,hard_negative
A002149,normal
A002150,ring
A002151,normal
A002152,hard_negative
A002153,normal
A002154,normal
A002155,normal
A002156,normal
A002157,normal
A002158,normal
A002159,normal
A002160,hard_negative
A002161,normal
A002162,normal
A002163,normal
A002164,normal
A002165,normal
A002166,normal
A002167,normal
A002168,hard_negative
A002169,normal
A002170,hard_negative
A002171,normal
A002172,normal
A002173,normal
A002174,normal
A002175,normal
A002176,normal
A002177,normal
A002178,normal
A002179,normal
A002180,normal
A002181,ring
A002182,normal
A002183,normal
A002184,hard_negative
A002185,normal
A002186,normal
A002187,normal
A002188,ring
A002189,normal
A002190,normal
A002191,normal
A002192,ring
A002193,normal
A002194,normal
A002195,normal
A002196,ring
A002197,normal
A002198,normal
A002199,normal
A002200,hard_negative
A002201,hard_negative
A002202,normal
A002203,normal
A002204,hard_negative
A002205,normal
A002206,hard_negative
A002207,ring
A002208,ring
A002209,normal
A002210,normal
A002211,normal
A002212,hard_negative
A002213,normal
A002214,ring
A002215,normal
A002216,normal
A002217,normal
A002218,normal
A002219,hard_negative
A002220,normal
A002221,ring
A002222,normal
A002223,normal
A002224,ring
A002225,hard_negative
A002226,hard_negative
A002227,normal
A002228,normal
A002229,ring
A002230,normal
A002231,normal
A002232,normal
A002233,normal
A002234,normal
A002235,normal
A002236,normal
A002237,normal
A002238,hard_negative
A002239,normal
A002240,hard_negative
A002241,normal
A002242,normal
A002243,ring
A002244,normal
A002245,normal
A002246,normal
A002247,hard_negative
A002248,normal
A002249,normal
A002250,normal
A002251,normal
A002252,normal
A002253,hard_negative
A002254,normal
A002255,hard_negative
A002256,normal
A002257,normal
A002258,normal
A002259,normal
A002260,normal
A002261,normal
A002262,normal
A002263,normal
A002264,normal
A002265,ring
A002266,normal
A002267,normal
A002268,normal
A002269,normal
A002270,normal
A002271,normal
A002272,hard_negative
A002273,normal
A002274,ring
A002275,normal
A002276,hard_negative
A002277,normal
A002278,normal
A002279,normal
A002280,normal
A002281,normal
A002282,normal
A002283,normal
A002284,normal
A002285,normal
A002286,normal
A002287,normal
A002288,hard_negative
A002289,normal
A002290,normal
A002291,normal
A002292,normal
A002293,normal
A002294,normal
A002295,normal
A002296,normal
A002297,normal
A002298,ring
A002299,normal
A002300,normal
A002301,normal
A002302,normal
A002303,normal
A002304,normal
A002305,hard_negative
A002306,normal
A002307,normal
A002308,normal
A002309,normal
A002310,normal
A002311,normal
A002312,hard_negative
A002313,normal
A002314,normal
A002315,normal
A002316,hard_negative
A002317,normal
A002318,normal
A002319,normal
A002320,hard_negative
A002321,normal
A002322,normal
A002323,normal
A002324,normal
A002325,hard_negative
A002326,normal
A002327,normal
A002328,normal
A002329,normal
A002330,normal
A002331,normal
A002332,normal
A002333,normal
A002334,normal
A002335,normal
A002336,normal
A002337,normal
A002338,normal
A002339,normal
A002340,normal
A002341,normal
A002342,ring
A002343,normal
A002344,hard_negative
A002345,ring
A002346,normal
A002347,normal
A002348,normal
A002349,normal
A002350,normal
A002351,normal
A002352,normal
A002353,normal
A002354,ring
A002355,normal
A002356,normal
A002357,ring
A002358,normal
A002359,normal
A002360,ring
A002361,normal
A002362,hard_negative
A002363,normal
A002364,normal
A002365,normal
A002366,normal
A002367,normal
A002368,normal
A002369,normal
A002370,normal
A002371,normal
A002372,normal
A002373,ring
A002374,normal
A002375,ring
A002376,normal
A002377,hard_negative
A002378,hard_negative
A002379,normal
A002380,hard_negative
A002381,hard_negative
A002382,normal
A002383,normal
A002384,normal
A002385,normal
A002386,normal
A002387,normal
A002388,normal
A002389,ring
A002390,hard_negative
A002391,normal
A002392,normal
A002393,normal
A002394,normal
A002395,normal
A002396,normal
A002397,normal
A002398,normal
A002399,normal
A002400,normal
A002401,ring
A002402,hard_negative
A002403,hard_negative
A002404,normal
A002405,normal
A002406,normal
A002407,normal
A002408,normal
A002409,normal
A002410,ring
A002411,normal
A002412,ring
A002413,normal
A002414,normal
A002415,normal
A002416,normal
A002417,normal
A002418,normal
A002419,normal
A002420,normal
A002421,normal
A002422,normal
A002423,normal
A002424,normal
A002425,normal
A002426,normal
A002427,normal
A002428,normal
A002429,hard_negative
A002430,hard_negative
A002431,normal
A002432,hard_negative
A002433,normal
A002434,hard_negative
A002435,hard_negative
A002436,normal
A002437,normal
A002438,normal
A002439,normal
A002440,hard_negative
A002441,normal
A002442,normal
A002443,normal
A002444,normal
A002445,normal
A002446,normal
A002447,normal
A002448,hard_negative
A002449,normal
A002450,normal
A002451,normal
A002452,normal
A002453,normal
A002454,normal
A002455,normal
A002456,normal
A002457,normal
A002458,normal
A002459,normal
A002460,normal
A002461,normal
A002462,normal
A002463,hard_negative
A002464,normal
A002465,normal
A002466,normal
A002467,normal
A002468,normal
A002469,normal
A002470,normal
A002471,normal
A002472,ring
A002473,hard_negative
A002474,normal
A002475,normal
A002476,normal
A002477,normal
A002478,normal
A002479,normal
A002480,normal
A002481,normal
A002482,normal
A002483,normal
A002484,hard_negative
A002485,ring
A002486,normal
A002487,hard_negative
A002488,normal
A002489,normal
A002490,normal
A002491,normal
A002492,normal
A002493,normal
A002494,hard_negative
A002495,normal
A002496,normal
A002497,normal
A002498,normal
A002499,normal
A002500,ring
A002501,normal
A002502,normal
A002503,normal
A002504,hard_negative
A002505,normal
A002506,normal
A002507,normal
A002508,normal
A002509,normal
A002510,normal
A002511,normal
A002512,normal
A002513,normal
A002514,normal
A002515,normal
A002516,hard_negative
A002517,hard_negative
A002518,normal
A002519,normal
A002520,normal
A002521,normal
A002522,ring
A002523,hard_negative
A002524,ring
A002525,normal
A002526,normal
A002527,normal
A002528,normal
A002529,hard_negative
A002530,normal
A002531,normal
A002532,normal
A002533,normal
A002534,normal
A002535,normal
A002536,hard_negative
A002537,normal
A002538,normal
A002539,hard_negative
A002540,normal
A002541,normal
A002542,normal
A002543,normal
A002544,hard_negative
A002545,normal
A002546,normal
A002547,hard_negative
A002548,normal
A002549,hard_negative
A002550,normal
A002551,normal
A002552,normal
A002553,hard_negative
A002554,normal
A002555,normal
A002556,ring
A002557,normal
A002558,normal
A002559,normal
A002560,normal
A002561,normal
A002562,normal
A002563,ring
A002564,normal
A002565,normal
A002566,normal
A002567,normal
A002568,normal
A002569,normal
A002570,normal
A002571,normal
A002572,normal
A002573,normal
A002574,normal
A002575,normal
A002576,normal
A002577,hard_negative
A002578,normal
A002579,normal
A002580,normal
A002581,hard_negative
A002582,normal
A002583,normal
A002584,normal
A002585,normal
A002586,normal
A002587,normal
A002588,normal
A002589,normal
A002590,normal
A002591,hard_negative
A002592,normal
A002593,normal
A002594,normal
A002595,normal
A002596,hard_negative
A002597,hard_negative
A002598,normal
A002599,normal
A002600,hard_negative
A002601,hard_negative
A002602,normal
A002603,normal
A002604,normal
A002605,normal
A002606,normal
A002607,normal
A002608,normal
A002609,normal
A002610,normal
A002611,normal
A002612,normal
A002613,normal
A002614,normal
A002615,normal
A002616,normal
A002617,hard_negative
A002618,normal
A002619,normal
A002620,normal
A002621,normal
A002622,normal
A002623,normal
A002624,hard_negative
A002625,normal
A002626,normal
A002627,normal
A002628,hard_negative
A002629,normal
A002630,normal
A002631,normal
A002632,hard_negative
A002633,normal
A002634,normal
A002635,normal
A002636,ring
A002637,normal
A002638,normal
A002639,normal
A002640,normal
A002641,normal
A002642,normal
A002643,normal
A002644,normal
A002645,normal
A002646,hard_negative
A002647,hard_negative
A002648,normal
A002649,normal
A002650,normal
A002651,normal
A002652,normal
A002653,normal
A002654,normal
A002655,normal
A002656,normal
A002657,normal
A002658,hard_negative
A002659,normal
A002660,normal
A002661,normal
A002662,normal
A002663,normal
A002664,normal
A002665,normal
A002666,normal
A002667,normal
A002668,normal
A002669,hard_negative
A002670,normal
A002671,hard_negative
A002672,normal
A002673,normal
A002674,normal
A002675,normal
A002676,normal
A002677,normal
A002678,normal
A002679,normal
A002680,hard_negative
A002681,normal
A002682,normal
A002683,normal
A002684,normal
A002685,normal
A002686,normal
A002687,normal
A002688,normal
A002689,normal
A002690,hard_negative
A002691,normal
A002692,normal
A002693,normal
A002694,normal
A002695,normal
A002696,normal
A002697,hard_negative
A002698,normal
A002699,normal
A002700,normal
A002701,normal
A002702,hard_negative
A002703,normal
A002704,hard_negative
A002705,ring
A002706,normal
A002707,hard_negative
A002708,hard_negative
A002709,normal
A002710,normal
A002711,normal
A002712,normal
A002713,normal
A002714,normal
A002715,normal
A002716,normal
A002717,normal
A002718,normal
A002719,normal
A002720,normal
A002721,normal
A002722,normal
A002723,hard_negative
A002724,normal
A002725,normal
A002726,normal
A002727,normal
A002728,normal
A002729,normal
A002730,hard_negative
A002731,normal
A002732,normal
A002733,normal
A002734,hard_negative
A002735,hard_negative
A002736,normal
A002737,hard_negative
A002738,normal
A002739,normal
A002740,normal
A002741,normal
A002742,normal
A002743,normal
A002744,hard_negative
A002745,normal
A002746,normal
A002747,normal
A002748,ring
A002749,hard_negative
A002750,normal
A002751,normal
A002752,normal
A002753,normal
A002754,normal
A002755,normal
A002756,normal
A002757,normal
A002758,hard_negative
A002759,normal
A002760,normal
A002761,hard_negative
A002762,normal
A002763,normal
A002764,ring
A002765,hard_negative
A002766,normal
A002767,normal
A002768,normal
A002769,hard_negative
A002770,normal
A002771,normal
A002772,normal
A002773,normal
A002774,normal
A002775,normal
A002776,normal
A002777,normal
A002778,normal
A002779,normal
A002780,ring
A002781,ring
A002782,normal
A002783,normal
A002784,hard_negative
A002785,hard_negative
A002786,normal
A002787,normal
A002788,normal
A002789,normal
A002790,normal
A002791,normal
A002792,normal
A002793,normal
A002794,normal
A002795,normal
A002796,ring
A002797,normal
A002798,normal
A002799,ring
A002800,normal
A002801,normal
A002802,normal
A002803,ring
A002804,normal
A002805,normal
A002806,normal
A002807,normal
A002808,normal
A002809,normal
A002810,normal
A002811,normal
A002812,normal
